S/N,Video_ID,text,label,Language
1178,FXNoo4BjNOE,slm agaskiya kunfata shirin labarina daga ayouba s b 2go,Negetive,Hausa
1179,FXNoo4BjNOE,Wata sabowa😂😂😂,Neutral,Hausa
1180,FXNoo4BjNOE,kaiy Gsky Dai Wannan Abu Beyiba Haka,Negetive,Hausa
1181,FXNoo4BjNOE,Wai ya haka ankare labarina ko duk cikin shirine ammah bamuji dadin wan sauyinba,Negetive,Hausa
1182,FXNoo4BjNOE,"The film has turn to completely nonsense, even if it’s titled labarina, the film should have end up in a better way not like this",Negetive,English
1183,FXNoo4BjNOE,Allah yasa akoi sarki waka🎉aciki sabo labarina🎉,Neutral,Hausa
1184,FXNoo4BjNOE,Kowa sae yayi mamaki matuka gaske saboda wannan ba karamin director bane banda hauka na yan arewarmu da rashin wannan shiri tun a sunansa zaku fahimci cewa wani ke bada labari sannan dole yayi rassa labarin ko bakwa karanta littattafen soyayya dana yaki Dana hikayoyi dana sauran magabata Haba mutane ku dinga uzuri da fahimta mana,Positive,Hausa
1185,FXNoo4BjNOE,Bye bye labarina bye bye Saira tv I&#39;m done 🙏,Negetive,English
1186,FXNoo4BjNOE,Wow from Afghanistan,Positive,English
1187,FXNoo4BjNOE,Haba aminu saira ya dai miyé Haka,Negetive,Hausa
1188,FXNoo4BjNOE,Aminu saira u try oo😂,Positive,English
1189,FXNoo4BjNOE,Sannu sannu Bata hana zuwa  in sha allah amunu❤❤❤❤,Neutral,Hausa
1190,FXNoo4BjNOE,Incha Allahu nabar kallon labarina da yardan Allah,Negetive,Hausa
1191,FXNoo4BjNOE,😮masha Allah,Neutral,Hausa
1192,FXNoo4BjNOE,Wannan ai wulaqanci ne meye haka kawai an canza mana mutane Gaskiya Saira wannan ba ai tunani ba Wallahi allah nadena kallon labarina dinma kawai an sa mana wani gajaliyan fuskoki mtsww 🙄,Negetive,Hausa
1193,FXNoo4BjNOE,Wannan hauka ne ae haba aminu saira wannan wawanci ne,Negetive,Hausa
1194,FXNoo4BjNOE,"Aminu saira wlhy ciwon zuciyana yatashi please katemakeni ka karisa lbrn sumayya wlhy ji nake kamar nayi hauka duk mejin lbr soyake yaji karshen lbrn dan Annabi s, a, w kadena jan ranmu haka kullun da labarina nake kwana nake tashi amma ache an ajiye please Aminu saira justice for sumayya please",Negetive,Hausa
1195,FXNoo4BjNOE,Aminu Saira u fuck up for unacceptable series 😂😂😂😂😂😅😅 I will stop stop watching this series not interested at all,Negetive,English
1196,FXNoo4BjNOE,Dabara takarema Aminu saira wanna ai shirme ne,Negetive,Hausa
1197,FXNoo4BjNOE,"Aikin banza bazan kara kallon shiba, basira takaremaka wlh",Negetive,Hausa
1198,FXNoo4BjNOE,Gaskiya kam abu baiyiba,Negetive,Hausa
1199,FXNoo4BjNOE,Kun hutamin na dena kalon labarina,Negetive,Hausa
1200,FXNoo4BjNOE,Bayada kyau wlh,Negetive,Hausa
1201,FXNoo4BjNOE,Gaskiya Aminu Saira mike faruwa ne wai,Negetive,Hausa
1202,FXNoo4BjNOE,Aminu saira please what is going on here am seing different film. 😮,Negetive,English
1203,FXNoo4BjNOE,Watching from Nicaragua ❤❤,Neutral,English
1204,FXNoo4BjNOE,Bai hadu ba,Negetive,Hausa
1205,FXNoo4BjNOE,Ni yanzu ne zan fara kallo wanna sharri Sadik sani sadik best actor nakena,Positive,Hausa
1206,FXNoo4BjNOE,Wai Dan allh aminu saira wannan fa,Negetive,Hausa
1207,FXNoo4BjNOE,Kuba AMINU Saira lokaci kowa sae yayi mamaki NI nasan waye MLM AMINU Saira,Positive,Hausa
1208,FXNoo4BjNOE,Mallam Abdul gaya,Neutral,Hausa
1209,FXNoo4BjNOE,hhhmmm gaskiyane wanna akwai darasi maiyawa a wannan labari tabbas wannan fimdin yaamsasunansa da labarina idan angama wannan nima inada nawa labarin Saira daracto 🌟 star🌟,Positive,Hausa
1210,FXNoo4BjNOE,Wai ya haka wannan wane irin shirin labarine,Negetive,Hausa
1211,FXNoo4BjNOE,Haba aminu saira ya haka,Negetive,Hausa
1212,FXNoo4BjNOE,😆 🤣 😂  Wai Shima zai kara bamu labarin shini kow ya,Neutral,Hausa
1213,FXNoo4BjNOE,Ameenu saira ka rai Nama wayo,Negetive,Hausa
1214,FXNoo4BjNOE,Amma me bada labarin nan tana kama da sumayya,Neutral,Hausa
1215,FXNoo4BjNOE,Nabi uzuri da gudu,Negetive,Hausa
1216,FXNoo4BjNOE,Naga sabbin fuska aciki Musamman Mai gida sadik sani Sadiq Allah yaqara daukaka Saira movie ❤❤❤,Positive,Hausa
1217,FXNoo4BjNOE,Labari cikn labari kenan,Neutral,Hausa
1218,FXNoo4BjNOE,Yar yanzu dai film in Bata Fara bah da badan Haka ba saï in ce ban fahimci komai Dangane images in bisa Season 8 ba,Negetive,Hausa
1219,FXNoo4BjNOE,Ya ake ciki ne wai,Negetive,Hausa
1220,FXNoo4BjNOE,Allah dai yabiya malam saira,Positive,Hausa
1221,FXNoo4BjNOE,Sadiq sani sadiq ya shigo labarina,Neutral,Hausa
1222,FXNoo4BjNOE,Zaka saka Mana film Dinnan ne ko kashemu zakayi da tallah.,Negetive,Hausa
1223,FXNoo4BjNOE,Talla yayi yawa,Negetive,Hausa
1224,FXNoo4BjNOE,Masha allah Dan Allah Ku rage tallah yayi yawa❤,Negetive,Hausa
1225,FXNoo4BjNOE,Can’t wait ❤❤,Positive,English
1226,FXNoo4BjNOE,Watching from Gaza Palestine 🇵🇸🇵🇸🇵🇸,Neutral,English
1227,FXNoo4BjNOE,Labarina<br>Inaji da film dinan,Positive,Hausa
1228,FXNoo4BjNOE,"Masha Allah,but is not release sir but I will be waiting",Neutral,English
1229,FXNoo4BjNOE,❤❤Alhamdulillah 🎉,Neutral,Hausa
1230,FXNoo4BjNOE,Iko sai Allah 😂,Neutral,Hausa
1231,FXNoo4BjNOE,Garba is allowed 😂,Neutral,English
1232,FXNoo4BjNOE,Something new and different is under fire inside the Pot. Wait and see. 👀,Neutral,English
1233,FXNoo4BjNOE,Still waiting,Neutral,English
1234,FXNoo4BjNOE,Amma gaskiya Abun zaiyi Dadi fah,Positive,Hausa
1235,FXNoo4BjNOE,But not today right,Neutral,English
1236,FXNoo4BjNOE,Labarina Became Dadin kowa Haba Saira movie 🎥 What kid Series is this 💔💔💔💔💔💔💔,Negetive,English
1237,FXNoo4BjNOE,Lokacin da akacire Mahmud da sadiq sani sadiq aka saka wlhy da yanxu series din nan ana so shi sosai,Negetive,Hausa
1238,FXNoo4BjNOE,uhhhmmm<br>we re patiently waiting though.........<br><br>my data oooo🙆,Negetive,English
1239,FXNoo4BjNOE,Gaskiya labarina yagama dadi dan Allah in flim yayi nisa toh kar chansa babu dadi kowané saison épisode 13 amma wan nan 12 garéya toh kunga tun yanzu yafara daina dadi,Negetive,Hausa
1240,FXNoo4BjNOE,"Wow , wannan sabon tsarin fah , can&#39;t wait ❤️💔",Positive,Hausa
1241,FXNoo4BjNOE,🎉🎉❤akwaï cakwakiya sadiq sani sadiq🎉🎉,Neutral,Hausa
1242,FXNoo4BjNOE,What is happening here 😂,Neutral,English
1243,FXNoo4BjNOE,to Amma yau din za&#39;a haskashi,Neutral,Hausa
1244,FXNoo4BjNOE,Alhamdulillah Allah yakara basira saira movies ina alfahari da kaiii,Positive,Hausa
1245,FXNoo4BjNOE,Baƙìn fuskoki a labarina kuma ?,Negetive,Hausa
1246,FXNoo4BjNOE,Toya haka kuma ina 13 na season 7 <br>Yakayi haka Aminu saira,Negetive,Hausa
1247,FXNoo4BjNOE,Welcome to Sadiq Sani Sadiq❤❤❤,Neutral,English
1248,FXNoo4BjNOE,Now the LABARINSU has started because I saw my actor SSS❤ GARBA YOU ARE WELCOME😂😂,Positive,English
1249,FXNoo4BjNOE,❤ina goro amini saira🎉,Neutral,Hausa
1250,FXNoo4BjNOE,Aminu saira allah yakara basira da nesan kwana ama maganar gaskiya ne kam na daina kalon labarina maganar gaskiya nasan shema idan mukaci gaba da gani abu daya faru da wanan hakan zai faru a karshe banji dadi abu da aka muna ba a labarina na karshen nan ba gaskiya,Negetive,Hausa
1251,FXNoo4BjNOE,"MUNA TA KORAFI AKAN SHIRIN LABARINA <br><br>MUN MANTA DA CEWA FILM MUKE KALLA KUMA MAI SUNA LABARINA, WLH TUN SEASON ONE NAKE TUNANIN AKWAI WANDA YAKE BADA LABARIN NAN KUMA KUWA YASAN CEWA DOLE KAFIN AFARA DAUKAR SHIRI DOLE SAI ANKIR KIRI LABARI KUMA AKARAN TUWA MAI SHIRYI SHIRIN, KADA KUMAN TA MUFAH FILM MUKE KALLO MUSAN MEYE AKE NUFI DA SUNAN FILM DIN KAFIN MUSAN WANE IRIN ABHBUWANE ZAI ZO DASHI. ALHAMDULILLAH NIDAI DAMAN INA JIRAN NAGA WANDA YAKE BADA LABARIN KUMA NAGANI. DAMAN BANTABA KU RAFI AKAN FILM DIN SAIRA MOVIE BA KUMA INA ALFAHARI DASHI, ALHAMDULILLAH NAGA ANSA MAIGIDA NA WANDA NAFI SON ACTIN DINSHI FIYEDA NAKUWA SADEEQ SANI SADEEQ",Positive,Hausa
1252,FXNoo4BjNOE,Tofah wata sabuwa 😮,Neutral,Hausa
1253,FXNoo4BjNOE,I can&#39;t wait to see 😍😍😍,Positive,English
1254,FXNoo4BjNOE,"Kai mukam dai gamu ga Allah kuma gamu a Shirin Aminu Saira .<br><br>Wai daga Season 7 Eps 12 sai mutafi Season 8 Eps 1 meye haka yake nufi .<br><br>Kenan dai Mahmud zai dawo .<br>Kenan dai labarin kauye damukagani abaya shima tarihi ne hmm.<br><br>Saikace Film in Titanic , Ashe fa gwara Titanic munsan Labari ne tunkan afara Amma wannan sanda mukaje ga Auren Sumayya Gobe kawai za&#39;ace Labari ne .",Negetive,Hausa
1255,FXNoo4BjNOE,Tofah... Labarina Sabon Salo😅,Neutral,Hausa
1256,FXNoo4BjNOE,Watching from Gaza Palestine 🇵🇸 aminu saira mai nake gani haka🤔,Negetive,Hausa
1257,FXNoo4BjNOE,Ni Jikina naji labarina yagama dadi 😢,Negetive,Hausa
1258,FXNoo4BjNOE,Aminu Saira Allah yayi maka jagora ya bada Nasara... ka toshe kunnenka daga dukkan masu sukarka,Positive,Hausa
1259,FXNoo4BjNOE,Gaskiya nima na daina kallon labarina🙄😏,Negetive,Hausa
1260,FXNoo4BjNOE,"Nikam na gaji banjin zan cigaba da download din labarina, ya kamata ace yazo karshe daga 7",Negetive,Hausa
1261,FXNoo4BjNOE,Aminu Saira😂,Neutral,Hausa
1262,FXNoo4BjNOE,What’s going on here ?,Negetive,English
1263,FXNoo4BjNOE,Allah ya kara basira,Positive,Hausa
1264,FXNoo4BjNOE,I can see Sadiq Sani Sadik! My best actor 😊,Positive,English
1265,FXNoo4BjNOE,Aminu Suwaye wayannan a foster??,Neutral,Hausa
1266,FXNoo4BjNOE,I think it was a new edition ❤❤❤<br>More grease to your elbow Director Allah ya yi jagora,Positive,English
1267,FXNoo4BjNOE,Wow cant wait 😀,Positive,English
1268,FXNoo4BjNOE,Bamu yaddaba anyi mana kwangen episode 13 Season 7,Negetive,Hausa
1269,FXNoo4BjNOE,I don’t understand 😢,Negetive,English
1270,FXNoo4BjNOE,Ina season 7 episode 13 kuma malam aminu Saira,Negetive,Hausa
1271,FXNoo4BjNOE,Aminu saira kai dan rainin wayo ne.,Negetive,Hausa
1272,FXNoo4BjNOE,Ba dole bane sai an kaishi 13 episodes,Neutral,Hausa
1273,FXNoo4BjNOE,alhamdulillah,Neutral,Hausa
1274,FXNoo4BjNOE,I think you finish the best series offcourse there is something around the ground 😭💘 please justice for presdor 🌟,Negetive,English
1275,FXNoo4BjNOE,Kai masha Allah,Neutral,Hausa
1276,I5NHdo-Ta1g,Dan allah dan annabi a kawo fati washa da sarki abba da aliyu zai fi dadi❤❤😢,Neutral,Hausa
1277,I5NHdo-Ta1g,agaskiya inayika,Positive,Hausa
1278,I5NHdo-Ta1g,Beautiful girl Maryam ❤❤❤❤,Positive,English
1279,I5NHdo-Ta1g,Ke dai Jamila Allah ya cinemiki albarka dagake Har uwartaki,Negetive,Hausa
1280,I5NHdo-Ta1g,Maryam she&#39;s very nice 👍,Positive,English
1281,I5NHdo-Ta1g,Ni sai maryama inasonki maryama allah miki albrk,Positive,Hausa
1282,I5NHdo-Ta1g,I had tear Up to seen this movie😭 but it should have subtitles in english. keep it Up sir👍,Positive,English
1283,I5NHdo-Ta1g,Everybody is blaming Jamila <br>Abeg who wan suffer ??,Neutral,English
1284,I5NHdo-Ta1g,Gaskiya marubucin wannan labarin tare da wanda ya ba da umarni sun kware matuka kamar fim ɗin yan Turkiya.,Positive,Hausa
1285,I5NHdo-Ta1g,Maryam is my favorite in this series,Positive,English
1286,I5NHdo-Ta1g,All maryam fans gather here with like👍,Positive,English
1287,I5NHdo-Ta1g,Sun kalli labarina a mafarki abaya mukuma muna kallo labarina a zahiri,Neutral,Hausa
1288,I5NHdo-Ta1g,❤❤Maryama kuma ni son gsk nake mata❤❤,Positive,Hausa
1289,I5NHdo-Ta1g,N wow wanderful amazing educated firm and teaching a lesson Saira thanks for this story,Positive,English
1290,I5NHdo-Ta1g,Good  job Aminu saira,Positive,English
1291,I5NHdo-Ta1g,"If I were to be Alamin, I must be careful enough in accepting Maryam&#39;s love.Because women are communal in nature . The moral attitude of Maryam may be changed to negative.I portal the movie to be more complicated and sympathy more than the  previous one Welldone.",Positive,English
1292,I5NHdo-Ta1g,Gaskiyane saira moves allah ya kara basira bansan haka wannan labarin yake ba danayi wa kaina mugunta wllh i love maryam❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,Hausa
1293,I5NHdo-Ta1g,Subhanallah! Wannnan labari ne mai taba zuciya 😢😢😢,Positive,Hausa
1294,I5NHdo-Ta1g,Talaka bawan Allah 😢,Neutral,Hausa
1295,I5NHdo-Ta1g,Directer iam carry for this scene i look story like true story but directer let al&#39;ameen be a rich and wealthy man,Positive,English
1296,I5NHdo-Ta1g,Saira ka kure ni,Positive,Hausa
1297,I5NHdo-Ta1g,Baban damuwana ita ce......,Neutral,Hausa
1298,I5NHdo-Ta1g,In as much as i feel sorry for al&#39;amin. Jamila&#39;s choices are still valid!!,Positive,English
1299,I5NHdo-Ta1g,Toh matan Adam A Zango a film,Neutral,Hausa
1300,I5NHdo-Ta1g,"I have never like this movie for once but seeing Sadiq Sani Sadiq in this film I begin to like it, started from season 8 episode 2 and I will never leave it again. My favorite star in kannywood",Positive,English
1301,I5NHdo-Ta1g,Waiting for episode 3 what a beautiful story,Positive,English
1302,I5NHdo-Ta1g,this aminu saira is genius.....this content reflects whats happening in real life..keep it up,Positive,English
1303,I5NHdo-Ta1g,Wannan yamafi nasu sumayya dadi,Positive,Hausa
1304,I5NHdo-Ta1g,Saira! I believe you have restored at least our confident we have in you. Kudos!,Positive,English
1305,I5NHdo-Ta1g,Angaida Ml Aminu Saira,Positive,Hausa
1306,I5NHdo-Ta1g,Masha Allah Allah ya qara basira,Positive,Hausa
1307,I5NHdo-Ta1g,Anya akwai irin wannan matar yanzu a duniyan nan😭😭😭😭,Positive,Hausa
1308,I5NHdo-Ta1g,So emotional between al&#39;amin and maryam 😢,Positive,English
1309,I5NHdo-Ta1g,Alhamdulillah..Thank you Mallam Aminu saira,Positive,English
1310,I5NHdo-Ta1g,Masha Allahu lbrn nawanna satin saidayasani kuka 😭😍😍✅✅,Positive,Hausa
1311,I5NHdo-Ta1g,gaskiya baluji dadin wanan juyinba ammah,Negetive,Hausa
1312,I5NHdo-Ta1g,A tafawa malam aminu saira ❤,Positive,Hausa
1313,I5NHdo-Ta1g,Allah ya kara basira muna jin dadin wannan shiri,Positive,Hausa
1314,I5NHdo-Ta1g,The last scene was just Wow,Positive,English
1315,I5NHdo-Ta1g,Wow wow wow My Allah continue to bless you sir,Positive,English
1316,I5NHdo-Ta1g,Truth need to be Tell WOW true Life stor kudo&#39;s guys❤❤,Positive,English
1317,I5NHdo-Ta1g,Kan uba wallahi daker natare hawaye 😢,Positive,Hausa
1318,I5NHdo-Ta1g,Samira KABlRU,Neutral,Hausa
1319,I5NHdo-Ta1g,heart touching 💔🥲,Positive,English
1320,I5NHdo-Ta1g,Wow wow that&#39;s nice my legend director malam aminu wallahil&#39;azim am so happy to make labarin in to this story.may Allah bless ur Brain,Positive,English
1321,I5NHdo-Ta1g,Shidae dan ladi zomu zauna yanada kyauta duk indayake,Positive,Hausa
1322,I5NHdo-Ta1g,Aminu saira tnx t u and may allah help in ur life and increase ur intelligent. U make us happy tnx,Positive,English
1323,I5NHdo-Ta1g,Na zubda hawaye a labarina a farko ashe abun vai qareba😢,Neutral,Hausa
1324,I5NHdo-Ta1g,"Wlh Maryam tayi matukar burgeni,tabbas samun kawa lrinta sai a hankali",Positive,Hausa
1325,I5NHdo-Ta1g,🎉I love you Aminu saira,Positive,English
1326,I5NHdo-Ta1g,i even shed tears wow masha Allah,Positive,English
1327,I5NHdo-Ta1g,Kin Burgeni Maryam,Positive,Hausa
1328,I5NHdo-Ta1g,SAIRA duniyar film dole kannywood su saurarama wlh 💪,Positive,Hausa
1329,I5NHdo-Ta1g,Aminu saira duniya ne❤❤❤❤❤❤❤❤,Positive,Hausa
1330,I5NHdo-Ta1g,"Aminu saira, Allah yayi maka albarka.❤",Positive,Hausa
1331,I5NHdo-Ta1g,"I really sympathized to both Al_Ameen and Maryam, but they will be best couples in that series. much love Maryam.",Positive,English
1332,I5NHdo-Ta1g,Nice one aminu saira.,Positive,English
1333,I5NHdo-Ta1g,Gaskiya mariam ta burgeni❤❤😊😊😊,Positive,Hausa
1334,I5NHdo-Ta1g,Haba Saira Ni Zakasa Kuka 😢😢😢,Negetive,Hausa
1335,I5NHdo-Ta1g,Kai jama a wai ban ga eba LABARINA wanda kuka saba kawo mumu kun kare Chi ne kuke kawowannan Chi rin ku bamu amsa dan allah,Negetive,Hausa
1336,I5NHdo-Ta1g,when are you going to continue sumayya story,Neutral,English
1337,I5NHdo-Ta1g,"Tab lallai ana tata 6urza a,labarina sabon salo😂😂naji ddn yadda mrym tace tanason al,ameen Allah yasa ya yarda ayi auren nan da ita kuma yasamu aikin police din nan ya rabb ameen",Positive,Hausa
1338,I5NHdo-Ta1g,Mashaa Allah gaskiya I really like &amp; love dis series bcoz the storyline is going well &amp; accodanly. U see dis Ideology that a man must approach a lady first even when she likes or loves him. Is something that we need to change especially we the arewas.,Positive,English
1339,I5NHdo-Ta1g,I so much love this movie,Positive,English
1340,I5NHdo-Ta1g,Masha allahu yayi kyau Allah yakara basira,Positive,Hausa
1341,I5NHdo-Ta1g,Wonderful the best actor in the world ❤❤❤,Positive,English
1342,I5NHdo-Ta1g,Mary am she is so beautiful and then she was my favorite actor,Positive,English
1343,I5NHdo-Ta1g,Masha allah tubarakallah gaskiya masha allah aminu saira gaskiya wanan labarin shine asalin labari saboda yana faruwa ni kaina hakan tafaru dani saboda na tara kuda dena zanbiya sadaki ashe matar wani ce gaskiya wanan labari duniya ne kudi atina nin en mata sune aure allah kyauta😭😭,Positive,Hausa
1344,I5NHdo-Ta1g,"Maryam she has the perfect acting so far, Good job maryma and bless you and your director",Positive,English
1345,I5NHdo-Ta1g,Maryam i love u not just for the movie bt for the fact i can feel ur sincerelity in u,Positive,English
1346,I5NHdo-Ta1g,Am always with you mallan Aminu Saira ❤❤ watching from Saudi Arabia.🥰,Positive,English
1347,I5NHdo-Ta1g,Maryam is a very good friend wallahi I wish alamen make money be for end of this video,Positive,English
1348,I5NHdo-Ta1g,Malam Aminu saira  good job 👏,Positive,English
1349,I5NHdo-Ta1g,saira you are the king of kanny wood but what is my advice to you please let alameen marry jamila friend and let him get work for police station thank you,Positive,English
1350,I5NHdo-Ta1g,I realy love Mariame,Positive,English
1351,I5NHdo-Ta1g,Masha Allah this scene is so emotional,Positive,English
1352,I5NHdo-Ta1g,To me! I think we need to finish watching the first LABARINA to the ending before we start watching another series.,Negetive,English
1353,I5NHdo-Ta1g,"Aslm! Please Malam Aminu Saira. We’re still waiting for the first LABARINA, I really can’t wait.",Neutral,English
1354,I5NHdo-Ta1g,Gaskiya flim Yana kyau amma talla yayi yawa,Negetive,Hausa
1355,I5NHdo-Ta1g,Alamin will be rich at the end,Neutral,English
1356,I5NHdo-Ta1g,I&#39;m from Algeria really You are the best Director In all Nigeria n Directors,Positive,English
1357,I5NHdo-Ta1g,Wlh harnaji inason  maryam❤❤,Positive,Hausa
1358,I5NHdo-Ta1g,Seriously I did not understand this film a what happened we need the one that we are watching before this one I did not like it at all it&#39;s not good at all why you guys change please we need to return the one that we are watching before not this one this one is not good,Negetive,English
1359,I5NHdo-Ta1g,gaskiya wannan firm yayi dadi kuma wallahi sai yafi labarina na farko dadi aminu saira allah yasakamaka da alkhari,Positive,Hausa
1360,I5NHdo-Ta1g,Gaskiya ne Aminu saira kabada mamaki aciki series din lbr na😢 duk da Nasha kuka😢,Positive,Hausa
1361,I5NHdo-Ta1g,Kudos to Aminu saira,Positive,English
1362,I5NHdo-Ta1g,Love you Maryama,Positive,English
1363,I5NHdo-Ta1g,Only real pupil know long life for u Aminu saira,Positive,English
1364,I5NHdo-Ta1g,In this episode the best actor/actress is Fatima Husain aka Maryam. She nailed it in every way 🎉🎉 She has the perfect acting so far❤,Positive,English
1365,I5NHdo-Ta1g,Thank you baba Aminu Saira 😭😭😭,Positive,English
1366,I5NHdo-Ta1g,"Please English subtitles is very important the eliquent director,.",Positive,English
1367,I5NHdo-Ta1g,Allah Maryam dinn tanada ky wallahi,Positive,Hausa
1368,I5NHdo-Ta1g,Kai jamaa mlm Aminu Saira nifa katashi kaina gaskiya❤❤❤,Positive,Hausa
1369,I5NHdo-Ta1g,Gsky muna godia Allah ya kara basira👌,Positive,Hausa
1370,I5NHdo-Ta1g,Where are those that were condemning this episode? Next time you need go deep into a particular situation before judgement pls.😂,Positive,English
1371,I5NHdo-Ta1g,Haqiqa duk wanda yasan me ake nufi da srs Tabbas dole ya jinjinawa man aminu❤,Positive,Hausa
1372,I5NHdo-Ta1g,Allah sarki Maryam ma Sha Allah Muna godiya Allah yakara basira,Positive,Hausa
1373,I5NHdo-Ta1g,Gaskiya aminou saïra wan nan labari  ya tafamin zuciya yakamata maryam ta auri al&#39;amin,Positive,Hausa
1374,I5NHdo-Ta1g,This is amazing I just started weeping only then that I realized I was watching this movie,Positive,English
1375,I5NHdo-Ta1g,Masha allah muna godiya malan aminu Saira wanga labari Shima zaiyi matukar kawatar da makallata wannan shiri Mai albarka allah uban giji yakara basira amen 🤲,Positive,Hausa
1376,I5NHdo-Ta1g,Nifa jikina yana bani fitar Maryam daga motan Kai amarya kamar kubuta tayi daga wani abu.....,Neutral,Hausa
1377,I5NHdo-Ta1g,Aminu you&#39;re the best so far,Positive,English
1378,I5NHdo-Ta1g,I like this series so much because it is made me very happiness,Positive,English
1379,I5NHdo-Ta1g,"Please English subtitles is very important the eliquent director,.",Positive,English
1380,I5NHdo-Ta1g,Beautiful and wonderful mlm AMINU SAIRA God bless with more espiriance and knowledge ❤❤,Positive,English
